stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5
95,February - M022000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,6.4,25.2,NA,232,NA,NA
202,February - M022000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.3,13.5,NA,245,NA,NA
203,February - M022000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,45.4,52.3,NA,241,NA,NA
232,February - M022000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.8,28.1,NA,112,NA,NA
233,February - M022000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.1,20.5,NA,90,NA,NA
234,February - M022000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,28.1,17.8,NA,85,NA,NA
150,February - M022000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.5,15.1,NA,170,NA,NA
151,February - M022000,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.3,3.7,NA,96,NA,NA
152,February - M022000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.3,36.3,NA,200,NA,NA
95,March - M032000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.4,55.2,NA,367,NA,NA
202,March - M032000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9,13.5,NA,152,NA,NA
203,March - M032000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,28.9,82.2,NA,139,NA,NA
232,March - M032000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.4,29.5,NA,169,NA,NA
233,March - M032000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.3,22.5,NA,89,NA,NA
234,March - M032000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,35,20.5,NA,103,NA,NA
150,March - M032000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.9,12.2,NA,207,NA,NA
151,March - M032000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.4,6.4,NA,102,NA,NA
152,March - M032000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",23.1,31.1,NA,256,NA,NA
95,April - M042000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,16,23.9,NA,278,NA,NA
202,April - M042000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8,16.4,NA,144,NA,NA
203,April - M042000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.4,23.4,NA,175,NA,NA
232,April - M042000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.1,17.1,NA,155,NA,NA
233,April - M042000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.1,16,NA,73,NA,NA
234,April - M042000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.3,12.4,NA,61,NA,NA
150,April - M042000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.5,11.9,NA,165,NA,NA
151,April - M042000,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.7,5.8,NA,104,NA,NA
152,April - M042000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.1,21.9,NA,171,NA,NA
95,May - M052000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.8,26.3,NA,246,NA,NA
202,May - M052000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.7,13.8,NA,140,NA,NA
203,May - M052000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,16.2,36.7,NA,164,NA,NA
232,May - M052000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,22.7,33.4,NA,132,NA,NA
233,May - M052000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.2,16,NA,65,NA,NA
234,May - M052000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,22.1,12,NA,62,NA,NA
150,May - M052000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.7,17.4,NA,167,NA,NA
151,May - M052000,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.7,7.8,NA,88,NA,NA
152,May - M052000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.5,24.4,NA,194,NA,NA
95,June - M062000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.8,20.6,NA,291,NA,NA
202,June - M062000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,21,31.4,NA,104,NA,NA
203,June - M062000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.5,23.6,NA,131,NA,NA
232,June - M062000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.5,27.3,NA,125,NA,NA
233,June - M062000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.8,16.3,NA,56,NA,NA
234,June - M062000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.5,12.7,NA,67,NA,NA
150,June - M062000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.6,11.5,NA,166,NA,NA
151,June - M062000,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.6,4.3,NA,76,NA,NA
152,June - M062000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.7,11.4,NA,122,NA,NA
95,July - M072000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10,22.1,NA,138,NA,NA
202,July - M072000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.2,19.8,NA,86,NA,NA
203,July - M072000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11,16.2,NA,124,NA,NA
232,July - M072000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13,25.9,NA,108,NA,NA
233,July - M072000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.9,17.3,NA,52,NA,NA
234,July - M072000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.9,10.1,NA,45,NA,NA
150,July - M072000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.3,8.5,NA,105,NA,NA
151,July - M072000,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.6,5,NA,61,NA,NA
152,July - M072000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.8,10.5,NA,100,NA,NA
95,August - M082000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,39,NA,207,NA,NA
202,August - M082000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,23.3,16.7,NA,64,NA,NA
203,August - M082000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,NA,NA,NA,134,NA,NA
232,August - M082000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.2,32.9,NA,111,NA,NA
233,August - M082000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.8,20.4,NA,44,NA,NA
234,August - M082000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,26.1,15.5,NA,78,NA,NA
150,August - M082000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.5,11.6,NA,192,NA,NA
151,August - M082000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.5,8.8,NA,124,NA,NA
152,August - M082000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.6,17.1,NA,169,NA,NA
95,September - M092000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.5,55.4,NA,163,NA,NA
202,September - M092000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.5,11.2,NA,83,NA,NA
203,September - M092000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9,24.1,NA,90,NA,NA
232,September - M092000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.3,27.2,NA,105,NA,NA
233,September - M092000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.3,20.5,NA,68,NA,NA
234,September - M092000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.2,16.7,NA,76,NA,NA
150,September - M092000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,12.5,NA,237,NA,NA
151,September - M092000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.4,14.5,NA,107,NA,NA
152,September - M092000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.8,28.4,NA,182,NA,NA
95,October - M102000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.6,54.2,NA,148,NA,NA
202,October - M102000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.9,35.5,NA,75,NA,NA
203,October - M102000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.9,40.5,NA,128,NA,NA
232,October - M102000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.5,32.8,NA,124,NA,NA
233,October - M102000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.3,20.4,NA,79,NA,NA
234,October - M102000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.6,15.7,NA,77,NA,NA
150,October - M102000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,13.6,NA,182,NA,NA
151,October - M102000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.1,10.4,NA,91,NA,NA
152,October - M102000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.4,36.2,NA,167,NA,NA
95,November - M112000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.4,54,NA,228,NA,NA
202,November - M112000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.1,44.6,NA,110,NA,NA
203,November - M112000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.2,47.2,NA,140,NA,NA
232,November - M112000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16,31.5,NA,128,NA,NA
233,November - M112000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.5,23.9,NA,98,NA,NA
234,November - M112000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.5,22,NA,106,NA,NA
150,November - M112000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,9.1,NA,144,NA,NA
151,November - M112000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,8.1,NA,66,NA,NA
152,November - M112000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.1,22,NA,166,NA,NA
95,December - M122000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.5,82.5,NA,254,NA,NA
202,December - M122000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,18.4,42,NA,136,NA,NA
203,December - M122000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.7,69.5,NA,192,NA,NA
232,December - M122000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.1,20.2,NA,173,NA,NA
233,December - M122000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.3,18.2,NA,101,NA,NA
234,December - M122000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.1,16.9,NA,152,NA,NA
150,December - M122000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.3,15,NA,188,NA,NA
151,December - M122000,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.7,12.7,NA,88,NA,NA
152,December - M122000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",17.2,45.3,NA,246,NA,NA
95,January - M012001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.4,78.3,NA,291,NA,NA
95,February - M022001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.6,73.6,NA,340,NA,NA
95,March - M032001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.8,39.8,NA,189,NA,NA
95,April - M042001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.4,37.1,NA,220,NA,NA
95,May - M052001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.1,30.3,NA,183,NA,NA
95,June - M062001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.7,22.6,NA,233,NA,NA
95,July - M072001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20.4,35,NA,205,NA,NA
95,August - M082001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.6,27.5,NA,194,NA,NA
95,September - M092001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.5,44.6,NA,149,NA,NA
95,October - M102001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.7,65.8,NA,192,NA,NA
95,November - M112001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.9,73,NA,210,NA,NA
95,December - M122001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.4,59.8,NA,272,NA,NA
150,January - M012001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.5,10,NA,151,NA,NA
150,February - M022001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.4,8.8,NA,244,NA,NA
150,March - M032001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.6,9.5,NA,148,NA,NA
150,April - M042001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.7,9.3,NA,126,NA,NA
150,May - M052001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.9,14.1,NA,222,NA,NA
150,June - M062001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.4,14.7,NA,134,NA,NA
150,July - M072001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.6,21.3,NA,122,NA,NA
150,August - M082001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.6,15.9,NA,112,NA,NA
150,September - M092001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,26.1,NA,134,NA,NA
150,October - M102001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.4,13.6,NA,83,NA,NA
150,November - M112001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.8,7.9,NA,93,NA,NA
150,December - M122001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.3,19.4,NA,173,NA,NA
151,January - M012001,Andhra Pradesh,Hyderabad,NA,Industrial Area,16.3,7.4,NA,83,NA,NA
151,February - M022001,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.8,7.2,NA,116,NA,NA
151,March - M032001,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.7,8.2,NA,53,NA,NA
151,April - M042001,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.9,8.3,NA,61,NA,NA
151,May - M052001,Andhra Pradesh,Hyderabad,NA,Industrial Area,10,12,NA,119,NA,NA
151,June - M062001,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.8,6.7,NA,84,NA,NA
151,July - M072001,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.9,13.1,NA,76,NA,NA
151,August - M082001,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.2,13.4,NA,54,NA,NA
151,September - M092001,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.4,18,NA,75,NA,NA
151,October - M102001,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,11.3,NA,52,NA,NA
151,November - M112001,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.2,13.3,NA,64,NA,NA
151,December - M122001,Andhra Pradesh,Hyderabad,NA,Industrial Area,15.5,15.1,NA,106,NA,NA
152,January - M012001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",20.8,21.6,NA,211,NA,NA
152,February - M022001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",21.4,20.7,NA,279,NA,NA
152,March - M032001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",18.5,32.9,NA,212,NA,NA
152,April - M042001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.2,22.9,NA,131,NA,NA
152,May - M052001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",17.4,27.5,NA,210,NA,NA
152,June - M062001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.8,20.8,NA,132,NA,NA
152,July - M072001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.5,35.2,NA,138,NA,NA
152,August - M082001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.2,32.3,NA,135,NA,NA
152,September - M092001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",11.1,41.3,NA,158,NA,NA
152,October - M102001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,42,NA,169,NA,NA
152,November - M112001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.4,36.6,NA,146,NA,NA
152,December - M122001,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",15.2,43.4,NA,182,NA,NA
202,January - M012001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.5,40.1,NA,133,NA,NA
202,February - M022001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.7,26.7,NA,163,NA,NA
202,March - M032001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,24,NA,99,NA,NA
202,April - M042001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.9,26.8,NA,107,NA,NA
202,May - M052001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.5,28.1,NA,99,NA,NA
202,June - M062001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,18.4,36,NA,96,NA,NA
202,July - M072001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,18.2,37.4,NA,57,NA,NA
202,August - M082001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,1.9,28.4,NA,55,NA,NA
202,September - M092001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.3,22.5,NA,93,NA,NA
202,October - M102001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.2,26.4,NA,141,NA,NA
202,November - M112001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2,25.6,NA,119,NA,NA
202,December - M122001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.6,42.6,NA,163,NA,NA
203,January - M012001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.6,48.4,NA,175,NA,NA
203,February - M022001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.6,46.5,NA,182,NA,NA
203,March - M032001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20.8,35.8,NA,190,NA,NA
203,April - M042001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.3,32.6,NA,147,NA,NA
203,May - M052001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,19.3,41.3,NA,205,NA,NA
203,June - M062001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20.8,36.5,NA,141,NA,NA
203,July - M072001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,30.7,40.1,NA,174,NA,NA
203,August - M082001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.9,22.5,NA,117,NA,NA
203,September - M092001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.3,37.7,NA,229,NA,NA
203,October - M102001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.8,29.3,NA,207,NA,NA
203,November - M112001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.6,44.3,NA,160,NA,NA
203,December - M122001,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5,53.3,NA,231,NA,NA
232,January - M012001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.5,23.1,NA,202,NA,NA
232,February - M022001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.8,29.2,NA,210,NA,NA
232,March - M032001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.9,29.5,NA,192,NA,NA
232,April - M042001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,19.9,34.9,NA,171,NA,NA
232,May - M052001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.6,33.4,NA,125,NA,NA
232,September - M092001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10,25.2,NA,93,NA,NA
232,October - M102001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.2,25.1,NA,151,NA,NA
232,November - M112001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16,24.8,NA,164,NA,NA
232,December - M122001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,7.2,28.1,NA,181,NA,NA
233,January - M012001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13,17.7,NA,101,NA,NA
233,February - M022001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.6,20.3,NA,157,NA,NA
233,March - M032001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.1,19.6,NA,92,NA,NA
233,April - M042001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.8,19.9,NA,82,NA,NA
233,May - M052001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.7,23.2,NA,85,NA,NA
233,June - M062001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.8,23.9,NA,99,NA,NA
233,July - M072001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.3,21.3,NA,97,NA,NA
233,August - M082001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12,22.1,NA,109,NA,NA
233,September - M092001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.7,19.3,NA,118,NA,NA
233,October - M102001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,15.1,21.7,NA,111,NA,NA
233,November - M112001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.3,25.1,NA,114,NA,NA
233,December - M122001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,5.9,28.1,NA,112,NA,NA
234,January - M012001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.6,23.1,NA,90,NA,NA
234,February - M022001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.9,19.7,NA,95,NA,NA
234,March - M032001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12,14.3,NA,95,NA,NA
234,April - M042001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11,16.3,NA,112,NA,NA
234,May - M052001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13,18.6,NA,81,NA,NA
234,June - M062001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,10.3,16.6,NA,118,NA,NA
234,July - M072001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.2,20.3,NA,115,NA,NA
234,August - M082001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.1,17.9,NA,111,NA,NA
234,September - M092001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14,13.4,NA,114,NA,NA
234,October - M102001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.8,21.8,NA,118,NA,NA
234,November - M112001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.5,22.1,NA,104,NA,NA
234,December - M122001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,7,24.4,NA,125,NA,NA
95,January - M012002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2,51.2,NA,130,NA,NA
95,February - M022002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,2.3,65.5,NA,192,NA,NA
95,March - M032002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.6,39.6,NA,241,NA,NA
95,April - M042002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.8,26.2,NA,173,NA,NA
95,May - M052002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,6.4,24.5,NA,248,NA,NA
95,June - M062002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.1,18,NA,161,NA,NA
95,July - M072002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.8,8.8,NA,157,NA,NA
95,August - M082002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.6,17.8,NA,148,NA,NA
95,September - M092002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.9,35.3,NA,160,NA,NA
95,October - M102002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,5.5,42.3,NA,151,NA,NA
95,November - M112002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.6,52.5,NA,178,NA,NA
95,December - M122002,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.1,47.4,NA,230,NA,NA
150,January - M012002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,15.5,NA,101,NA,NA
